ID,pace,shooting,passing,dribbling,defending,physic
181725,64,51,56,57,59,85
181852,45,65,54,57,26,71
182045,72,36,60,65,60,69
182365,,,,,,
182387,45,49,62,59,70,63
182442,68,62,63,64,55,62
182689,50,46,63,64,56,73
182761,,,,,,
183023,37,52,53,58,65,66
183024,68,48,59,63,65,61
183160,50,53,63,64,62,63
183228,50,43,48,51,61,71
183499,42,32,31,40,65,79
183597,,,,,,
183768,60,63,61,64,59,76
184222,,,,,,
184254,,,,,,
184334,77,62,67,66,57,58
184587,76,54,61,65,50,72
184753,79,44,58,59,60,76
185119,70,59,60,62,58,72
185205,74,62,49,66,30,67
186112,76,61,48,56,36,83
186172,65,45,51,54,62,76
186198,60,62,66,66,51,66
186241,85,64,56,65,31,74
186502,51,64,67,66,59,70
186508,,,,,,
186513,70,63,64,65,64,67
186536,70,65,62,67,59,73
186565,81,54,58,65,57,63
186823,67,41,58,62,64,66
186845,76,48,59,58,57,67
186922,69,51,59,61,63,60
186937,38,37,42,43,67,63
186939,71,64,55,66,25,67
187157,70,65,41,64,25,65
187334,73,64,53,59,39,73
187379,73,58,62,64,43,56
187634,74,57,61,65,60,70
187782,66,47,58,60,63,72
188131,49,39,50,48,63,73
188181,66,54,59,62,62,70
188230,66,64,63,64,38,61
188278,,,,,,
188417,67,59,65,68,52,60
188724,55,55,61,64,63,76
188807,67,50,62,62,62,72
188959,67,59,62,63,56,77
188968,,,,,,
189171,77,52,58,62,60,63
189237,71,52,59,63,61,70
189352,78,61,57,70,40,49
189387,,,,,,
189439,60,53,65,64,57,72
189492,60,58,59,65,62,69
189563,71,52,55,55,64,79
189691,71,64,55,65,36,64
189721,65,65,63,64,50,74
189734,35,48,52,52,61,80
189780,72,34,51,57,65,73
189802,64,49,59,56,62,78
189836,77,46,62,65,61,69
189905,56,65,65,68,56,70
189910,72,64,47,58,35,83
189942,58,19,35,47,62,76
190058,56,67,55,63,33,65
190152,37,24,51,40,64,75
190160,42,55,56,55,62,77
190454,74,56,61,65,61,72
190457,79,60,61,63,46,75
190474,72,62,59,64,64,74
190545,66,33,57,60,64,70
190620,70,47,64,61,61,64
190720,87,61,49,60,22,62
190937,73,62,54,66,28,68
190983,63,27,49,50,63,70
191050,66,37,57,61,64,65
191235,68,42,60,63,63,71
191257,68,62,62,64,31,72
191260,69,44,53,62,64,75
191548,64,56,64,62,58,68
191637,70,50,61,64,65,69
191669,61,57,68,66,60,67
191861,54,63,52,57,37,72
191911,92,59,48,71,26,50
192063,72,65,63,70,44,63
192163,53,35,48,41,61,73
192264,70,57,65,69,31,43
192315,74,66,54,68,30,38
192317,,,,,,
192450,67,64,48,59,26,79
192500,,,,,,
192661,71,45,58,64,62,69
192970,72,60,59,69,35,64
193073,46,26,39,39,62,82
193246,76,65,58,66,54,68
193252,73,53,61,63,62,69
193260,61,65,49,58,27,72
193302,,,,,,
193358,70,66,65,74,41,47
193422,71,64,51,63,31,61
193557,79,63,52,63,32,73
193608,64,62,61,65,60,73
193715,66,61,61,68,66,65
193771,71,58,62,66,43,61
193851,76,58,59,70,37,57
193875,76,37,58,64,59,69
194035,77,50,60,68,61,65
194076,66,64,56,59,27,66
194937,58,33,51,52,60,79
194998,50,56,63,63,61,69
195124,93,58,56,66,38,68
195356,,,,,,
195427,66,60,42,61,32,79
197170,82,50,54,71,27,54
197932,85,61,50,63,35,67
197983,56,45,58,59,65,64
198007,62,59,64,64,58,69
198134,65,58,66,63,60,56
198269,87,61,54,64,34,69
198490,57,52,63,58,66,81
198534,63,52,61,65,58,76
198733,80,59,58,68,28,56
199002,64,59,62,68,55,69
199021,73,60,63,65,48,57
199049,53,38,48,47,64,70
199146,74,59,62,63,58,72
199197,66,57,61,63,59,72
199245,,,,,,
199301,89,57,62,70,35,59
199323,61,50,54,54,67,62
199470,75,63,64,65,31,61
199636,78,65,44,55,18,65
199801,63,37,47,48,64,70
199815,62,61,64,63,57,65
199890,78,60,59,66,58,63
200134,76,64,63,68,54,64
200217,72,33,50,58,64,61
200255,80,54,62,67,28,57
200449,71,37,49,53,62,75
200471,70,61,47,63,30,82
200510,58,64,47,61,25,69
200601,75,64,64,66,57,70
200670,77,49,58,59,63,68
200701,68,63,50,59,24,73
200703,67,59,46,65,48,68
200779,78,65,35,61,23,73
200780,72,52,64,66,59,69
200793,66,29,51,59,63,72
200812,58,50,55,59,65,71
200840,71,36,51,56,61,81
200876,69,45,56,59,63,74
200877,72,59,65,70,50,67
200917,66,45,56,57,63,68
200980,74,61,60,66,31,64
200989,,,,,,
201208,58,44,49,48,62,71
201212,59,31,53,51,63,72
201353,,,,,,
201386,66,62,44,62,26,73
201891,75,66,55,65,28,71
201932,54,34,46,50,63,76
202053,91,54,56,72,25,30
202169,91,58,55,70,46,58
202204,71,53,61,64,61,62
202243,49,57,64,63,62,70
202301,75,60,60,66,36,71
202444,68,53,66,64,53,63
202464,80,55,61,66,47,61
202518,78,63,58,68,43,66
202654,68,47,49,55,63,78
202721,73,49,66,66,56,64
202727,74,64,52,60,36,66
202769,53,65,52,59,36,82
202866,63,60,61,70,35,46
202893,81,63,53,66,41,59
202970,66,41,54,63,63,72
202989,73,63,58,65,42,72
203015,72,30,52,58,62,73
203048,77,54,57,64,63,67
203139,59,22,45,46,64,73
203215,,,,,,
203249,85,50,57,70,46,64
203287,82,61,54,64,37,76
203347,73,58,63,65,56,69
203426,65,60,61,65,56,68
203450,63,33,54,46,67,72
203454,73,56,62,60,63,68
203815,,,,,,
203849,,,,,,
203930,48,48,55,57,63,83
204033,88,50,58,61,59,77
204091,69,53,57,70,40,55
204095,85,49,55,65,57,75
204101,69,57,64,68,35,56
204184,52,50,61,63,65,72
204204,52,45,59,50,65,72
204324,81,55,60,67,47,63
204349,,,,,,
204397,68,34,52,53,64,65
204492,62,63,57,63,33,70
204637,79,63,57,69,28,57
204727,78,62,58,64,44,70
204763,72,51,66,59,64,68
204790,71,50,58,63,61,71
204817,65,55,59,65,63,65
204860,73,62,50,65,29,65
204883,,,,,,
205038,67,28,45,52,62,73
205049,46,29,48,43,64,74
205072,70,45,58,60,63,73
205202,58,36,54,50,61,73
205225,67,40,51,51,63,68
205288,,,,,,
205382,86,59,54,68,30,59
205419,76,42,50,63,58,73
205423,75,62,61,71,49,59
205481,81,60,56,67,40,68
205533,79,50,56,61,63,74
205586,86,62,52,64,38,71
205596,69,50,56,64,63,63
205720,71,52,58,61,62,69
205750,69,30,51,52,63,74
205812,,,,,,
205868,79,53,60,73,29,42
205937,79,58,58,69,31,54
206070,88,47,56,62,57,69
206086,76,47,60,62,61,66
206107,65,51,61,62,62,72
206139,51,49,56,57,62,75
206399,69,56,59,63,63,77
206469,76,62,63,70,44,49
206524,77,25,43,56,63,71
206562,66,50,63,65,64,71
206635,70,60,57,68,65,66
207443,,,,,,
207546,85,63,61,73,42,66
207580,70,61,65,67,55,69
207613,69,57,61,68,59,64
207619,73,49,57,64,62,72
207633,,,,,,
207659,76,62,57,64,35,73
207895,47,47,52,54,62,79
207902,68,63,56,64,37,60
208000,60,57,70,64,47,52
208001,77,48,60,69,59,54
208014,65,50,51,55,63,71
208294,72,54,57,69,59,63
208303,44,23,31,46,66,70
208370,61,52,64,67,60,65
208372,52,32,44,39,64,72
208752,60,34,42,42,67,67
208781,72,62,60,65,36,58
208801,77,63,63,70,37,58
208806,63,43,54,61,64,69
208812,75,58,60,63,59,71
208832,67,30,51,44,64,74
208869,87,64,50,65,22,70
208885,86,62,53,70,27,55
208958,,,,,,
208983,71,60,62,68,60,62
208984,78,59,58,66,39,65
209177,73,60,63,64,57,72
209253,89,56,55,62,48,64
209334,66,51,61,62,63,66
209409,71,59,62,68,21,43
209447,91,54,58,69,24,42
209454,75,53,60,62,55,74
209567,70,62,62,65,34,69
209625,60,47,60,62,52,64
209662,85,55,57,71,35,63
209740,60,52,58,62,65,76
209784,69,37,57,63,62,66
209873,77,49,60,66,63,57
209886,71,60,64,64,59,68
209961,64,62,52,58,35,73
209965,65,61,49,59,28,75
210044,55,26,43,49,63,77
210156,62,42,57,58,62,76
210217,59,46,54,53,66,69
210646,71,43,64,64,64,76
210700,68,55,61,65,59,76
210772,,,,,,
210786,86,53,58,69,25,63
210792,85,63,56,68,19,63
210805,60,58,62,67,22,65
210843,74,42,57,60,62,74
210883,50,63,45,57,28,78
210970,73,62,55,63,62,77
211001,34,44,61,58,62,64
211070,60,56,59,60,63,73
211166,68,26,47,50,64,72
211174,66,51,61,66,64,68
211240,68,57,61,68,39,52
211322,68,49,64,64,63,57
211323,57,32,45,44,66,58
211345,74,50,62,65,67,54
211388,76,45,55,60,65,64
211453,67,63,47,61,30,68
211463,76,65,56,66,32,66
211581,63,51,57,60,61,71
211720,74,50,64,68,46,60
211785,82,48,63,68,59,60
211833,75,60,59,68,52,71
211845,81,62,60,63,30,71
211864,74,44,56,65,60,66
211987,62,45,62,68,60,65
212066,75,45,62,65,59,69
212099,67,59,61,68,56,59
212100,69,43,60,60,64,63
212118,59,56,70,66,38,58
212247,,,,,,
212248,82,59,52,67,29,61
212346,72,62,68,64,39,55
212431,42,23,50,36,63,72
212477,60,56,60,60,60,67
212513,81,58,60,65,21,60
212687,74,62,56,66,54,72
212709,57,54,61,64,65,64
212732,81,44,57,59,61,68
212737,84,51,59,67,46,66
212753,68,60,62,66,54,66
212790,77,63,51,68,22,56
213090,59,25,38,44,64,71
213094,75,49,56,62,63,68
213171,61,30,48,51,65,76
213271,80,55,50,63,61,83
213314,,,,,,
213327,60,24,34,38,67,75
213355,89,58,51,71,30,63
213368,59,43,52,47,65,75
213456,76,65,61,65,26,56
213553,85,61,44,65,24,74
213595,77,28,47,65,62,65
213604,42,44,67,61,58,63
213635,65,50,53,58,63,73
213717,54,65,69,68,44,64
213778,76,64,56,60,26,68
213926,,,,,,
213982,68,43,41,50,65,70
213993,59,65,41,63,26,59
214028,73,65,46,64,28,63
214030,55,37,54,56,62,69
214046,73,48,57,65,60,67
214063,56,44,56,57,65,70
214065,82,63,64,64,57,67
214088,,,,,,
214093,39,58,57,58,65,70
214099,72,52,54,69,54,62
214197,58,44,59,65,65,69
214280,78,50,55,61,61,66
214308,68,62,61,71,41,66
214314,,,,,,
214362,83,60,60,70,38,66
214445,78,61,57,65,35,68
214482,74,40,54,66,58,65
214492,92,63,57,60,35,59
214508,56,45,46,52,65,66
214510,68,61,63,60,63,69
214578,,,,,,
214587,,,,,,
214588,61,31,53,56,63,69
214745,47,43,56,46,64,70
214809,75,64,64,65,58,70
214836,88,55,60,62,59,57
214877,67,59,63,67,49,64
214884,49,44,45,59,60,77
214917,36,42,55,46,65,68
215113,45,64,63,62,63,72
215129,79,65,64,65,54,61
215196,61,59,67,67,65,72
215211,59,29,47,57,65,66
215376,65,21,27,37,68,66
215412,74,34,56,62,62,67
215419,80,29,54,65,59,68
215540,82,61,59,64,59,71
215695,54,31,40,37,64,68
215700,74,58,63,63,63,70
215766,68,37,45,55,66,72
215982,71,66,51,62,27,63
216014,75,31,57,63,61,72
216181,55,39,55,57,62,78
216227,90,62,46,62,31,56
216260,83,51,60,66,50,71
216270,73,61,64,70,61,65
216288,71,48,58,62,60,77
216303,64,56,60,63,63,72
216387,73,62,38,63,29,67
216442,74,62,57,68,29,52
216444,77,51,61,71,31,58
216485,68,55,64,67,61,71
216493,66,32,48,52,63,75
216508,77,56,58,69,40,60
216578,67,37,56,56,64,70
216597,,,,,,
216699,60,50,66,66,44,55
216751,64,38,57,59,65,52
216795,77,62,50,64,28,64
216833,,,,,,
217191,69,47,58,59,63,70
217277,,,,,,
217525,71,35,61,64,63,59
217709,51,34,31,37,67,68
217730,69,47,56,58,66,68
218470,80,58,56,71,26,49
218471,74,62,62,65,49,66
218729,75,55,61,72,61,67
219104,82,61,56,70,30,62
219158,65,27,48,56,64,71
219254,53,64,49,59,30,65
219436,82,55,56,68,59,66
219458,84,63,51,66,31,73
219492,70,53,55,61,64,77
219670,73,31,44,55,68,67
219727,71,65,55,62,29,63
219746,68,50,61,67,64,63
219796,56,32,41,45,63,71
219931,62,64,54,62,34,65
219937,,,,,,
219950,70,44,46,50,62,74
219984,73,60,66,73,45,57
220030,73,43,60,57,62,67
220038,79,32,50,45,65,71
220139,80,65,57,67,47,67
220147,67,31,51,57,66,69
220191,41,30,29,42,65,73
220230,35,24,50,46,65,67
220314,,,,,,
220385,54,41,48,47,62,72
220433,,,,,,
220569,80,60,60,65,52,63
220654,64,50,60,64,63,68
220821,69,27,36,42,65,73
221316,51,31,45,35,64,72
221322,58,39,51,55,61,73
221329,82,37,56,63,60,70
221381,76,47,61,60,60,73
221441,75,60,59,69,36,50
221493,63,47,55,58,61,75
221502,78,61,45,59,25,67
221511,63,64,49,53,32,79
221562,72,48,59,67,59,75
221576,69,48,52,64,62,70
221599,75,39,47,67,68,60
221620,78,58,57,64,59,63
221631,59,57,64,63,57,70
221647,85,39,57,66,56,68
221648,73,38,53,63,61,71
221656,77,37,53,59,62,69
221705,71,58,65,69,42,66
221711,76,44,59,61,62,70
221768,66,45,55,52,64,68
221793,80,62,52,69,29,48
221932,83,64,61,64,45,57
221964,,,,,,
221970,75,34,60,61,61,69
222104,52,29,43,52,65,68
222129,,,,,,
222156,69,40,57,61,63,64
222160,72,34,52,65,62,66
222172,73,46,62,68,45,71
222308,85,55,58,68,36,57
222393,68,34,56,61,58,63
222410,69,49,50,58,63,69
222430,85,52,52,66,59,52
222477,70,49,62,68,56,64
222585,52,66,45,65,31,69
222611,69,60,65,67,51,56
222620,81,59,58,67,44,66
222697,54,47,63,59,59,71
222724,76,58,62,71,34,54
222836,61,55,63,64,59,71
222843,31,64,46,59,26,72
222878,83,64,48,67,33,56
222916,87,54,59,67,42,59
223007,70,42,53,57,65,72
223085,74,57,62,65,55,77
223095,73,64,59,76,31,44
223105,76,53,62,71,52,55
223146,73,63,63,67,37,56
223224,67,63,58,65,20,52
223255,75,40,56,61,61,64
223265,35,28,37,40,64,78
223307,64,51,55,59,60,75
223320,78,60,56,67,58,65
223378,54,45,59,61,64,66
223427,58,43,54,58,65,70
223441,72,31,55,60,62,71
223445,74,38,56,59,62,61
223607,72,34,50,60,63,67
223629,80,60,58,67,24,58
223677,80,62,60,63,33,55
223694,67,48,58,63,63,65
223732,,,,,,
223763,74,33,40,41,63,71
223767,62,48,52,49,63,79
223792,,,,,,
223866,47,50,55,61,60,68
223867,74,57,63,64,27,58
223885,,,,,,
223993,80,53,59,72,33,51
224067,57,43,52,55,64,69
224099,72,34,56,63,61,64
224175,,,,,,
224191,72,52,64,65,62,49
224230,74,64,56,64,27,60
224255,61,31,52,46,64,71
224297,81,36,56,62,61,69
224348,,,,,,
224361,78,50,63,66,60,68
224378,58,15,30,51,62,72
224388,54,30,42,58,62,74
224438,69,61,53,62,30,68
224449,75,54,60,70,40,44
224528,72,38,52,58,63,66
224556,73,27,60,58,63,65
224570,78,63,46,57,29,69
224589,85,35,45,63,61,59
224702,,,,,,
224846,,,,,,
224930,65,43,58,64,61,77
224965,64,61,44,61,29,71
224981,56,55,54,60,65,65
225014,70,52,64,65,46,35
225016,70,58,63,64,65,68
225072,70,31,47,57,63,69
225075,70,63,51,65,23,60
225105,71,65,61,68,39,54
225117,78,54,62,68,61,57
225128,60,61,62,66,53,65
225149,,,,,,
225174,56,55,65,67,59,60
225202,68,40,57,63,63,62
225282,,,,,,
225310,68,52,60,65,61,74
225344,62,55,65,70,52,51
225363,69,56,61,72,42,57
225368,67,64,40,55,21,65
225381,55,50,66,65,57,54
225511,,,,,,
225529,74,45,50,55,63,69
225542,62,52,69,65,54,62
225625,88,49,54,63,61,71
225629,67,59,64,66,61,66
225667,84,65,53,65,32,62
225678,,,,,,
225722,62,28,43,50,65,64
225759,90,57,56,67,33,52
225812,62,55,65,60,62,71
225883,68,57,63,69,49,48
225893,71,63,55,67,24,52
225896,65,34,50,49,67,75
225999,57,54,62,62,60,67
226033,85,48,60,61,59,60
226057,76,27,50,62,63,68
226122,62,65,45,58,27,70
226123,71,60,61,64,48,67
226170,44,25,42,46,63,75
226232,87,58,53,63,37,72
226265,70,53,60,58,62,63
226382,69,40,59,66,60,66
226405,70,56,55,63,62,75
226556,75,52,59,67,42,60
226628,41,29,37,38,64,74
226675,,,,,,
226705,90,53,58,65,39,51
226724,90,54,55,68,34,52
226767,32,37,44,48,63,78
226772,56,26,39,49,65,72
226775,68,55,61,67,41,68
226781,81,56,56,66,37,70
226785,65,41,55,59,63,71
226810,72,36,50,57,63,74
226866,85,59,57,67,29,55
226924,68,56,60,60,59,66
227145,65,58,60,61,62,65
227217,90,56,58,63,27,53
227329,72,53,63,69,31,47
227503,75,57,60,69,49,61
227509,85,62,53,65,36,70
227740,44,24,40,38,66,72
227764,90,58,56,70,25,50
227859,56,52,59,57,60,71
227909,,,,,,
227920,80,55,55,73,29,53
228116,67,38,61,61,69,67
228151,70,49,62,68,55,61
228240,73,54,59,63,62,75
228318,73,57,61,69,31,58
228327,78,62,54,64,40,67
228408,69,58,66,68,52,38
228518,66,34,48,56,63,69
228544,74,52,65,65,51,66
228592,59,55,65,63,61,59
228639,76,59,52,71,28,61
228645,69,60,58,63,29,66
228684,75,31,52,64,64,69
228759,69,35,56,61,64,67
228763,74,60,59,65,48,74
228810,70,51,61,71,57,63
228815,81,63,55,69,25,59
228867,43,48,57,61,62,72
228882,66,58,64,63,63,66
228974,65,53,61,62,62,60
229065,47,24,53,48,64,72
229073,79,50,59,64,61,63
229118,65,53,63,65,63,68
229128,74,58,62,65,45,53
229138,68,38,59,64,62,67
229175,74,37,58,67,64,62
229236,74,37,55,63,64,66
229300,79,48,57,66,59,73
229383,73,39,48,64,64,67
229402,,,,,,
229440,60,29,35,44,64,69
229448,81,61,47,66,21,68
229472,72,54,62,68,44,54
229543,75,51,58,63,60,71
229677,62,49,56,59,64,78
229741,72,52,58,66,61,69
229753,65,57,59,65,60,72
229872,74,43,63,64,61,61
229873,74,41,57,62,61,69
229875,90,55,63,65,53,56
229891,69,55,58,64,63,74
229973,67,62,60,65,63,74
230019,79,60,61,64,61,61
230223,64,36,43,56,65,66
230303,84,62,49,69,30,51
230404,62,38,47,46,66,68
230418,60,45,63,64,61,61
230458,60,49,48,43,68,76
230532,77,58,59,66,42,62
230574,69,59,62,65,57,67
230624,75,65,45,64,21,67
230625,68,43,56,64,64,64
230654,77,33,51,68,61,64
230793,71,64,63,65,28,59
230829,80,34,54,65,62,59
230918,70,37,50,57,64,67
230984,61,48,63,66,52,66
231123,61,35,54,63,62,58
231139,68,36,45,50,64,73
231219,64,41,59,60,62,67
231392,54,33,58,54,61,71
231406,72,55,59,71,37,53
231448,84,57,56,71,34,45
231488,90,55,53,71,30,72
231489,,,,,,
231514,70,46,65,68,48,64
231525,57,42,52,62,65,67
231614,78,61,53,62,40,61
231706,66,56,62,63,58,59
231720,,,,,,
231743,70,59,51,68,41,75
231828,52,25,43,47,64,73
231842,64,60,64,66,58,58
231873,63,54,58,65,44,44
231886,79,55,54,66,64,77
231972,77,61,54,61,24,64
231976,47,25,49,36,64,73
231992,75,27,41,39,60,80
232003,,,,,,
232067,76,63,48,69,22,42
232068,74,60,61,70,33,62
232156,80,55,59,64,51,65
232171,71,54,58,67,40,49
232177,76,60,55,65,39,71
232192,52,51,59,60,64,67
232250,62,50,65,62,60,65
232252,65,46,56,61,65,76
232269,67,61,61,67,36,62
232291,73,64,61,69,35,59
232296,70,39,52,63,63,69
232311,81,56,59,65,60,69
232316,70,32,49,59,65,68
232332,73,26,43,46,64,69
232342,60,58,61,70,54,57
232373,61,45,47,55,64,65
232379,61,66,57,64,31,56
232386,55,65,48,58,28,68
232430,57,59,60,64,56,66
232438,79,64,54,71,26,56
232445,53,44,47,50,64,68
232447,,,,,,
232592,62,32,41,40,64,69
232611,72,34,58,57,60,68
232626,59,34,46,56,67,64
232658,67,42,55,58,62,73
232669,79,59,64,65,47,48
232671,67,64,56,66,40,65
232755,81,39,54,65,59,61
232831,68,27,50,44,67,66
232849,78,46,57,57,59,70
232859,70,57,63,64,57,69
232896,79,63,42,63,23,59
232907,54,35,59,53,62,58
232909,66,35,54,55,59,69
232916,71,61,60,68,49,60
232991,71,59,64,67,57,67
233040,76,36,59,59,62,69
233043,62,33,58,52,61,77
233053,69,56,62,68,56,69
233057,71,63,48,67,20,51
233088,,,,,,
233156,,,,,,
233157,,,,,,
233163,74,56,58,63,52,74
233170,75,50,60,66,37,68
233410,55,39,47,51,66,64
233487,76,54,61,69,56,66
233510,76,56,62,67,39,63
233730,83,61,53,68,34,67
233791,,,,,,
233880,65,41,58,58,64,66
233955,75,61,62,67,34,53
234097,84,67,56,67,25,43
234154,79,59,60,66,46,62
234198,77,40,53,62,63,68
234229,75,34,53,58,64,77
234371,,,,,,
234380,56,34,37,48,63,72
234587,72,59,63,65,41,58
234636,67,64,46,63,27,70
234668,74,38,46,57,65,70
234706,82,40,58,63,61,62
234710,83,62,57,68,39,68
234827,63,24,44,58,63,69
234891,67,49,61,67,54,58
234899,48,65,45,56,23,73
234914,69,52,65,70,56,64
235133,82,59,54,63,27,61
235167,59,49,60,65,63,68
235225,58,44,62,68,63,71
235241,72,48,57,65,61,64
235252,70,61,38,55,24,66
235259,79,61,61,70,33,56
235266,,,,,,
235328,71,43,64,66,56,60
235332,,,,,,
235379,71,51,63,64,64,65
235425,63,51,58,60,59,79
235456,69,48,62,70,62,62
235514,64,25,45,40,64,67
235546,57,38,35,37,65,74
235568,61,47,59,65,65,63
235740,,,,,,
235794,72,58,58,69,41,62
235834,71,53,63,69,49,43
235856,,,,,,
235887,78,59,58,71,31,56
235890,62,47,59,60,63,64
235891,63,34,59,62,64,63
235916,57,25,39,48,66,68
235918,58,23,33,37,65,68
235937,69,53,65,66,55,59
235989,67,67,48,65,23,57
235990,,,,,,
236024,78,67,63,68,51,56
236037,69,58,62,66,54,54
236196,74,62,57,66,34,60
236232,57,27,44,38,67,67
236258,71,50,62,63,60,53
236390,92,38,54,63,58,62
236427,61,40,65,68,53,66
236432,67,53,63,66,60,70
236506,60,35,45,50,65,66
236545,76,34,59,68,62,56
236678,76,62,61,66,26,54
236681,79,50,55,67,59,66
236747,74,52,68,70,37,56
236751,48,42,51,53,63,76
236843,67,61,62,69,43,36
237032,52,30,50,44,67,54
237116,68,27,35,44,63,78
237122,74,38,51,66,61,61
237152,73,52,61,69,41,62
237177,65,41,56,63,60,73
237183,75,61,62,68,27,57
237187,65,42,31,51,65,67
237203,66,58,64,60,64,64
237333,67,52,66,66,58,68
237368,60,39,59,57,64,62
237385,64,63,61,65,56,71
237420,64,47,59,63,62,72
237438,62,63,47,62,29,59
237490,68,45,63,68,56,58
237495,82,63,49,67,24,61
237507,75,33,55,61,62,64
237512,81,61,59,68,39,61
237538,69,57,61,65,61,75
237574,79,65,54,65,22,53
237635,86,50,55,68,23,49
237667,82,52,60,68,24,43
237698,69,58,65,67,35,59
237708,76,63,53,65,22,57
237758,73,57,58,65,62,67
237763,65,59,66,63,58,63
237765,83,55,59,65,49,58
237784,76,49,63,66,55,60
237893,73,29,58,59,63,66
237997,78,52,60,70,31,44
238014,57,40,59,61,64,66
238050,87,51,55,73,35,54
238114,67,46,54,48,67,65
238126,60,58,62,66,52,35
238263,57,25,40,41,62,74
238319,76,41,58,62,60,71
238475,51,29,39,38,66,72
238562,90,63,57,62,36,68
238589,33,22,29,28,65,72
238599,78,59,55,67,40,68
238637,76,52,63,67,45,63
238674,,,,,,
238686,77,62,58,64,25,71
238780,51,36,42,44,63,72
238805,84,62,53,68,21,45
238820,81,56,60,65,62,68
238900,62,67,40,61,36,68
238923,85,54,57,61,47,72
238936,79,61,55,68,28,54
238941,73,50,62,59,61,68
238961,75,29,50,62,61,69
238989,71,55,64,63,28,60
239045,72,54,62,70,34,44
239128,78,37,55,65,63,66
239224,73,57,61,68,29,50
239268,75,62,48,69,24,65
239350,83,53,60,67,30,43
239380,75,57,63,70,48,67
239397,93,58,54,69,35,63
239402,44,32,42,44,62,75
239403,62,33,48,63,65,65
239417,63,24,39,38,64,67
239431,69,39,40,66,67,52
239454,68,59,60,65,26,56
239491,77,56,60,66,35,58
239506,54,33,38,45,64,67
239545,69,62,49,61,30,69
239567,54,46,61,56,63,78
239611,77,63,50,64,24,64
239669,77,65,59,66,33,54
239686,71,41,55,59,62,70
239704,79,32,47,54,62,73
239795,79,60,53,65,25,77
239936,72,63,50,67,21,61
239999,,,,,,
240057,61,54,62,64,64,68
240064,62,30,37,39,64,77
240067,71,59,59,68,38,52
240195,58,66,47,57,28,63
240343,76,50,64,68,61,58
240561,67,55,64,68,44,51
240576,83,55,66,68,40,44
240590,72,44,65,69,53,50
240694,67,50,58,65,60,71
240751,,,,,,
240872,73,34,54,62,65,57
240922,68,65,51,62,30,53
240942,60,56,60,66,55,56
240944,64,63,44,57,23,66
240982,65,55,65,60,61,69
240997,60,29,36,38,69,62
241014,72,56,59,73,47,44
241089,80,61,58,66,33,61
241092,66,58,62,67,60,75
241103,64,34,46,46,66,62
241117,62,56,64,66,37,59
241128,69,23,37,39,66,59
241173,74,65,51,64,34,54
241202,83,63,50,65,23,66
241404,59,25,47,51,67,63
241508,80,53,59,67,42,62
241689,87,59,54,69,34,58
241831,,,,,,
241852,79,58,58,72,36,42
241867,69,54,59,64,24,51
241887,69,56,61,69,34,52
241945,76,41,56,65,64,56
241967,82,50,59,66,58,60
241981,83,41,55,69,59,55
241992,68,55,61,67,48,62
242021,64,51,65,65,57,56
242101,68,63,49,59,24,71
242180,66,65,44,61,32,65
242194,59,38,55,63,66,51
242195,74,23,45,44,64,67
242267,72,41,55,60,58,71
242361,59,33,39,45,62,81
242392,58,35,43,46,68,64
242533,58,37,44,49,63,67
242629,64,23,48,57,65,64
242686,67,60,60,67,41,57
242958,55,33,36,38,68,64
242997,79,54,60,72,25,45
243105,76,27,46,51,65,63
243170,68,66,48,57,35,65
243231,78,63,60,66,59,66
243232,81,66,56,65,29,58
243237,73,35,51,62,63,54
243558,64,44,59,62,64,67
243571,77,25,55,62,61,74
243586,64,62,47,63,25,59
243590,66,34,58,66,65,62
243592,72,63,61,66,38,55
243615,66,37,48,58,64,69
243624,66,64,48,64,21,71
243627,61,53,64,71,57,60
243628,42,40,49,45,63,75
243743,75,64,61,68,37,63
243793,87,61,59,74,27,61
243851,78,71,54,70,39,51
243942,59,39,48,50,63,69
243968,72,64,60,68,31,55
243983,38,24,37,46,62,78
243988,71,34,55,63,61,56
243991,73,61,60,65,22,49
244035,69,60,61,69,36,62
244037,73,60,63,66,29,57
244046,69,66,51,58,26,57
244117,58,38,43,46,63,70
244135,47,29,44,33,65,74
244186,79,58,56,69,28,42
244230,74,62,65,68,22,46
244235,90,57,56,69,33,55
244238,59,41,58,56,65,70
244316,,,,,,
244341,50,44,54,56,63,67
244358,68,63,48,60,19,70
244375,66,45,59,47,64,59
244377,55,27,41,42,64,72
244391,80,66,51,62,29,64
244402,73,61,58,70,37,54
244414,64,52,64,66,48,70
244482,81,42,51,61,63,68
244497,81,54,55,69,24,40
244520,66,64,64,65,57,63
244521,77,63,62,64,52,55
244546,71,58,63,63,62,71
244607,,,,,,
244617,94,56,56,64,36,56
244684,71,65,55,60,21,56
244731,69,66,45,58,19,46
244792,57,31,55,51,66,64
244892,74,58,58,70,31,38
244948,63,40,56,58,65,64
244968,72,52,61,63,60,72
244973,70,55,66,66,43,63
244987,,,,,,
245013,77,58,61,70,42,59
245099,63,41,60,59,64,72
49939,30,30,44,29,63,65
50531,59,58,69,63,34,56
50632,33,38,45,40,63,72
53855,86,60,60,62,33,66
54037,,,,,,
112362,71,62,57,64,33,73
135218,50,40,55,56,62,73
136504,39,46,50,35,59,67
138153,52,53,60,59,61,70
138251,80,25,57,59,60,73
139257,,,,,,
