ID,player_positions,age,dob,height_cm,weight_kg,league_id,league_name,club_team_id,club_position,nation_position,nation_jersey_number,player_tags,player_traits,gk,player_face_url
228205,"CB, LB",29,10/6/1988,184,78,347,Premier League,110929,LCB,,,,,16,https://cdn.sofifa.net/players/228/205/19_120.png
228221,GK,25,2/18/1993,189,76,54,La Liga 2,15019,RES,,,,,66,https://cdn.sofifa.net/players/228/221/19_120.png
228245,"CM, CDM, CAM",25,5/7/1993,179,74,2076,3. Liga,1832,LCM,,,,,18,https://cdn.sofifa.net/players/228/245/19_120.png
228290,CB,24,11/4/1993,185,82,17,Ligue 2,1815,RCB,,,,,17,https://cdn.sofifa.net/players/228/290/19_120.png
228388,ST,23,3/20/1995,180,82,60,League One,1932,LM,,,,Long Shot Taker (AI),17,https://cdn.sofifa.net/players/228/388/19_120.png
228509,"RM, CAM",20,1/17/1998,183,75,16,Ligue 1,1530,SUB,,,,,18,https://cdn.sofifa.net/players/228/509/19_120.png
228519,"LW, RW",20,1/12/1998,179,63,31,Serie A,110374,RES,,,#Speedster,"Flair, Speed Dribbler (AI)",16,https://cdn.sofifa.net/players/228/519/19_120.png
228589,"CM, LM",23,1/6/1995,177,70,54,La Liga 2,110854,SUB,,,,Playmaker (AI),19,https://cdn.sofifa.net/players/228/589/19_120.png
228699,"CDM, CB",21,1/28/1997,191,81,4,Jupiler Pro League,673,SUB,,,,,17,https://cdn.sofifa.net/players/228/699/19_120.png
228768,"ST, RM, LM",21,3/16/1997,177,68,13,Premier League,19,RES,,,,"Beat Offside Trap, Selfish, Technical Dribbler (AI)",18,https://cdn.sofifa.net/players/228/768/19_120.png
228774,"CM, CDM",20,7/4/1997,181,70,17,Ligue 2,1823,LDM,,,,,16,https://cdn.sofifa.net/players/228/774/19_120.png
228873,LW,26,9/14/1991,175,70,41,Eliteserien,919,LW,,,,,15,https://cdn.sofifa.net/players/228/873/19_120.png
228961,CDM,23,8/8/1994,174,70,353,Liga Profesional,111716,LCM,,,,,19,https://cdn.sofifa.net/players/228/961/19_120.png
228969,CM,30,1/26/1988,168,65,308,Liga Portugal,1438,RES,,,,,16,https://cdn.sofifa.net/players/228/969/19_120.png
229054,CB,27,12/15/1990,187,85,68,Super Lig,749,RCB,,,,,16,https://cdn.sofifa.net/players/229/054/19_120.png
229055,"LB, LM",26,11/24/1991,187,85,68,Super Lig,101020,LB,,,,Early Crosser,17,https://cdn.sofifa.net/players/229/055/19_120.png
229083,"LM, RM",25,3/27/1993,189,84,1,Superliga,1447,LM,,,,"Technical Dribbler (AI), Backs Into Player",14,https://cdn.sofifa.net/players/229/083/19_120.png
229129,"LW, LM, CAM, ST",30,9/18/1987,167,64,347,Premier League,110930,LW,,,,,15,https://cdn.sofifa.net/players/229/129/19_120.png
229144,"ST, CF",24,8/18/1993,178,75,335,Primera Division,111328,RW,,,,"Finesse Shot, Target Forward",16,https://cdn.sofifa.net/players/229/144/19_120.png
229154,ST,24,9/1/1993,185,78,19,Bundesliga,36,RES,,,,Speed Dribbler (AI),17,https://cdn.sofifa.net/players/229/154/19_120.png
229210,"CM, CDM",24,1/1/1994,183,78,10,Eredivisie,100634,LCM,,,,"Injury Free, Flair",17,https://cdn.sofifa.net/players/229/210/19_120.png
229215,"CAM, LM",25,12/27/1992,177,74,10,Eredivisie,635,LM,,,,Flair,16,https://cdn.sofifa.net/players/229/215/19_120.png
229248,"CM, CDM",25,5/24/1993,180,74,308,Liga Portugal,1900,SUB,,,,,14,https://cdn.sofifa.net/players/229/248/19_120.png
229288,GK,20,8/22/1997,188,87,10,Eredivisie,1906,RES,,,,,66,https://cdn.sofifa.net/players/229/288/19_120.png
229319,ST,22,7/29/1995,191,74,308,Liga Portugal,665,ST,,,,Beat Offside Trap,15,https://cdn.sofifa.net/players/229/319/19_120.png
229446,CB,25,8/4/1992,178,80,335,Primera Division,112668,LCB,,,,,17,https://cdn.sofifa.net/players/229/446/19_120.png
229619,CB,24,9/18/1993,188,96,41,Eliteserien,920,LCB,,,#Strength,Long Passer (AI),15,https://cdn.sofifa.net/players/229/619/19_120.png
229628,"CDM, CM, CB",24,8/12/1993,186,84,54,La Liga 2,15019,SUB,,,#Strength,Leadership,14,https://cdn.sofifa.net/players/229/628/19_120.png
229631,"RM, LM",22,2/16/1996,178,69,54,La Liga 2,110831,SUB,,,,"Long Shot Taker (AI), Technical Dribbler (AI)",15,https://cdn.sofifa.net/players/229/631/19_120.png
229637,GK,23,1/1/1995,186,80,68,Super Lig,101037,GK,,,,,66,https://cdn.sofifa.net/players/229/637/19_120.png
229667,"RM, LM",28,12/3/1989,174,68,54,La Liga 2,468,RM,,,,,16,https://cdn.sofifa.net/players/229/667/19_120.png
229694,"LW, LM",26,6/9/1992,172,68,83,K League 1,110765,LM,,,#Acrobat,"Selfish, Leadership",15,https://cdn.sofifa.net/players/229/694/19_120.png
229704,GK,23,7/7/1994,183,78,17,Ligue 2,64,SUB,,,,,66,https://cdn.sofifa.net/players/229/704/19_120.png
229713,"RB, CDM",24,6/25/1994,178,75,335,Primera Division,111327,RB,,,,Dives Into Tackles (AI),14,https://cdn.sofifa.net/players/229/713/19_120.png
229721,CM,23,3/18/1995,178,70,56,Allsvenskan,1439,SUB,,,,Power Free-Kick,15,https://cdn.sofifa.net/players/229/721/19_120.png
229728,"ST, RM",23,3/8/1995,189,86,50,Premiership,81,RS,,,,Beat Offside Trap,16,https://cdn.sofifa.net/players/229/728/19_120.png
229851,"CB, LB",28,11/21/1989,182,83,350,Pro League,605,LCB,,,,,17,https://cdn.sofifa.net/players/229/851/19_120.png
229856,ST,28,12/31/1989,183,86,335,Primera Division,111327,SUB,,,#Strength,"Finesse Shot, Target Forward",14,https://cdn.sofifa.net/players/229/856/19_120.png
229911,"LB, LWB",21,11/26/1996,185,67,14,Championship,94,SUB,,,,,14,https://cdn.sofifa.net/players/229/911/19_120.png
229912,RB,20,8/18/1997,180,70,14,Championship,94,SUB,,,,,17,https://cdn.sofifa.net/players/229/912/19_120.png
229917,"LB, CB",23,1/7/1995,182,72,32,Serie B,1844,LCB,,,,,16,https://cdn.sofifa.net/players/229/917/19_120.png
230147,"RB, LB",23,5/1/1995,179,64,308,Liga Portugal,1887,RES,,,,,16,https://cdn.sofifa.net/players/230/147/19_120.png
230166,GK,30,2/29/1988,184,77,7,Serie A,1598,SUB,,,,,66,https://cdn.sofifa.net/players/230/166/19_120.png
230167,GK,30,2/29/1988,189,85,7,Serie A,112001,SUB,,,,,66,https://cdn.sofifa.net/players/230/167/19_120.png
230172,GK,26,2/29/1992,192,81,7,Serie A,1719,GK,,,,Cautious With Crosses,66,https://cdn.sofifa.net/players/230/172/19_120.png
230203,RB,34,2/29/1984,184,72,7,Serie A,1053,SUB,,,,,61,https://cdn.sofifa.net/players/230/203/19_120.png
230220,"CB, RB",34,2/29/1984,187,77,7,Serie A,1629,SUB,,,,"Injury Free, Long Passer (AI)",17,https://cdn.sofifa.net/players/230/220/19_120.png
230238,"CDM, CM, CAM",34,2/29/1984,177,78,7,Serie A,517,SUB,,,,,21,https://cdn.sofifa.net/players/230/238/19_120.png
230261,"CDM, CM, CAM",34,2/29/1984,179,78,7,Serie A,111057,SUB,,,,"Long Throw-in, Avoids Using Weaker Foot",15,https://cdn.sofifa.net/players/230/261/19_120.png
230262,"CAM, RM",26,2/29/1992,181,78,7,Serie A,1719,SUB,,,,Takes Finesse Free Kicks,16,https://cdn.sofifa.net/players/230/262/19_120.png
230268,CAM,26,2/29/1992,178,74,7,Serie A,567,SUB,,,,"Set Play Specialist, Takes Finesse Free Kicks",15,https://cdn.sofifa.net/players/230/268/19_120.png
230288,"ST, RM",26,2/29/1992,183,75,7,Serie A,1048,SUB,,,,"Beat Offside Trap, Speed Dribbler (AI)",16,https://cdn.sofifa.net/players/230/288/19_120.png
230321,GK,26,2/29/1992,190,85,7,Serie A,111057,GK,,,,,66,https://cdn.sofifa.net/players/230/321/19_120.png
230357,"RB, RM",26,2/29/1992,175,63,7,Serie A,111048,SUB,,,,Injury Free,61,https://cdn.sofifa.net/players/230/357/19_120.png
230450,"CAM, ST",30,2/29/1988,181,69,7,Serie A,111059,SUB,,,,,17,https://cdn.sofifa.net/players/230/450/19_120.png
230467,"CAM, LM, CM",26,2/29/1992,182,76,7,Serie A,1039,SUB,,,,,19,https://cdn.sofifa.net/players/230/467/19_120.png
230471,"CAM, LM",34,2/29/1984,180,73,7,Serie A,111048,SUB,,,,"Long Passer (AI), Takes Finesse Free Kicks",14,https://cdn.sofifa.net/players/230/471/19_120.png
230568,ST,21,7/19/1996,196,83,16,Ligue 1,62,RES,,,#Aerial Threat,,15,https://cdn.sofifa.net/players/230/568/19_120.png
230758,"ST, RM",24,10/6/1993,176,68,66,Ekstraklasa,111083,SUB,,,,,18,https://cdn.sofifa.net/players/230/758/19_120.png
230768,"CAM, CM",20,7/9/1997,175,77,32,Serie B,110912,CAM,,,,Takes Finesse Free Kicks,9,https://cdn.sofifa.net/players/230/768/19_120.png
230789,"RM, CAM",22,2/28/1996,170,70,308,Liga Portugal,1898,SUB,,,,"Avoids Using Weaker Foot, Beat Offside Trap, Set Play Specialist",17,https://cdn.sofifa.net/players/230/789/19_120.png
230800,ST,21,2/24/1997,182,76,54,La Liga 2,1854,SUB,,,,,16,https://cdn.sofifa.net/players/230/800/19_120.png
230817,"CM, CDM",21,8/14/1996,184,74,32,Serie B,200,RCM,,,,,14,https://cdn.sofifa.net/players/230/817/19_120.png
230849,"RM, LM",25,2/11/1993,177,70,54,La Liga 2,477,SUB,,,,Technical Dribbler (AI),16,https://cdn.sofifa.net/players/230/849/19_120.png
230872,GK,18,8/27/1999,189,81,308,Liga Portugal,234,SUB,,,,"Puncher, Rushes Out Of Goal, Comes For Crosses",66,https://cdn.sofifa.net/players/230/872/19_120.png
230975,"RM, LM",21,9/9/1996,172,72,336,Liga BetPlay,112526,RM,,,,Beat Offside Trap,15,https://cdn.sofifa.net/players/230/975/19_120.png
230991,"LM, LW, RM, RW",27,2/23/1991,173,64,39,Major League Soccer,112134,SUB,,,,"Injury Free, Beat Offside Trap",15,https://cdn.sofifa.net/players/230/991/19_120.png
230994,CM,24,10/2/1993,175,69,32,Serie B,112026,SUB,,,,"Finesse Shot, Flair",17,https://cdn.sofifa.net/players/230/994/19_120.png
231022,"LB, CB",24,2/10/1994,183,75,31,Serie A,111974,RES,,,,,15,https://cdn.sofifa.net/players/231/022/19_120.png
231098,LB,26,1/1/1992,180,74,17,Ligue 2,294,LB,,,,,16,https://cdn.sofifa.net/players/231/098/19_120.png
231108,CB,20,10/25/1997,184,78,189,Super League,898,RCB,,,,,16,https://cdn.sofifa.net/players/231/108/19_120.png
231184,"ST, LW",21,9/12/1996,188,77,53,La Liga,448,RES,,,,"Flair, Power Header",16,https://cdn.sofifa.net/players/231/184/19_120.png
231236,CAM,21,3/25/1997,172,65,16,Ligue 1,379,SUB,,,,,15,https://cdn.sofifa.net/players/231/236/19_120.png
231318,"LB, LM",20,9/22/1997,173,68,16,Ligue 1,72,RES,,,,,15,https://cdn.sofifa.net/players/231/318/19_120.png
231366,CB,21,7/11/1996,189,80,19,Bundesliga,25,SUB,,,,,17,https://cdn.sofifa.net/players/231/366/19_120.png
231524,"CM, LM, CDM",22,2/1/1996,178,71,353,Liga Profesional,112670,SUB,,,,,17,https://cdn.sofifa.net/players/231/524/19_120.png
231587,"CM, CDM",22,5/18/1996,172,67,39,Major League Soccer,691,RDM,,,,,18,https://cdn.sofifa.net/players/231/587/19_120.png
231628,"ST, RM, LM",21,6/18/1997,189,75,54,La Liga 2,472,SUB,,,,,15,https://cdn.sofifa.net/players/231/628/19_120.png
231733,"LM, RM, CAM, ST",22,1/3/1996,176,68,53,La Liga,481,RES,,,,Technical Dribbler (AI),15,https://cdn.sofifa.net/players/231/733/19_120.png
231815,"CDM, CM",21,8/13/1996,182,72,335,Primera Division,112584,RDM,,,,,16,https://cdn.sofifa.net/players/231/815/19_120.png
231841,GK,21,4/9/1997,184,70,17,Ligue 2,226,GK,,,,,66,https://cdn.sofifa.net/players/231/841/19_120.png
231848,CAM,21,3/17/1997,174,75,16,Ligue 1,1809,RES,,,,,14,https://cdn.sofifa.net/players/231/848/19_120.png
231856,"RB, LB",21,7/20/1996,174,69,54,La Liga 2,1854,RB,,,,,15,https://cdn.sofifa.net/players/231/856/19_120.png
231878,GK,25,3/12/1993,193,93,39,Major League Soccer,112996,GK,,,,,66,https://cdn.sofifa.net/players/231/878/19_120.png
231885,"LB, LWB",30,7/23/1987,178,78,349,J-League,101150,SUB,,,,"Injury Free, Early Crosser, Set Play Specialist",13,https://cdn.sofifa.net/players/231/885/19_120.png
231913,CM,22,12/10/1995,179,71,41,Eliteserien,417,LCM,,,#Engine,,18,https://cdn.sofifa.net/players/231/913/19_120.png
231966,LB,29,8/31/1988,182,80,66,Ekstraklasa,111083,LB,,,,,16,https://cdn.sofifa.net/players/231/966/19_120.png
232049,"LB, LWB, CB",24,5/1/1994,180,79,39,Major League Soccer,693,LCB,,,,,15,https://cdn.sofifa.net/players/232/049/19_120.png
232082,GK,24,10/7/1993,191,88,39,Major League Soccer,111928,GK,,,,"Puncher, Comes For Crosses",66,https://cdn.sofifa.net/players/232/082/19_120.png
232374,"LM, LB",30,3/23/1988,172,71,349,J-League,111575,SUB,,,,,15,https://cdn.sofifa.net/players/232/374/19_120.png
232377,"RM, LM",23,4/19/1995,167,61,4,Jupiler Pro League,680,RES,,,#Acrobat,,15,https://cdn.sofifa.net/players/232/377/19_120.png
232380,"CF, RM, LM",29,11/7/1988,170,68,349,J-League,111575,LS,,,,,17,https://cdn.sofifa.net/players/232/380/19_120.png
232595,RM,24,4/24/1994,175,72,83,K League 1,2056,RM,,,#Engine,,16,https://cdn.sofifa.net/players/232/595/19_120.png
232597,LB,29,11/28/1988,175,60,349,J-League,112093,LB,,,,,16,https://cdn.sofifa.net/players/232/597/19_120.png
232598,"CB, RB",32,1/16/1986,181,72,349,J-League,101150,LCB,,,,,17,https://cdn.sofifa.net/players/232/598/19_120.png
232599,"CB, CDM, LB",21,2/16/1997,181,76,349,J-League,101145,SUB,,,,,17,https://cdn.sofifa.net/players/232/599/19_120.png
232620,"RM, LM, CM",26,4/28/1992,170,70,349,J-League,101150,RM,,,,,14,https://cdn.sofifa.net/players/232/620/19_120.png
232622,ST,29,8/25/1988,192,82,349,J-League,101146,SUB,,,,,15,https://cdn.sofifa.net/players/232/622/19_120.png
232643,LB,22,6/28/1996,185,83,10,Eredivisie,1903,LB,,,,,17,https://cdn.sofifa.net/players/232/643/19_120.png
232697,"RB, LB",27,3/2/1991,178,74,353,Liga Profesional,110581,SUB,,,,Beat Offside Trap,17,https://cdn.sofifa.net/players/232/697/19_120.png
232698,"LM, CM",32,2/2/1986,170,67,353,Liga Profesional,110581,SUB,,,,"Avoids Using Weaker Foot, Long Shot Taker (AI), Playmaker (AI), Takes Finesse Free Kicks",15,https://cdn.sofifa.net/players/232/698/19_120.png
232699,"RW, RM",23,1/15/1995,172,67,353,Liga Profesional,110581,SUB,,,,,15,https://cdn.sofifa.net/players/232/699/19_120.png
232843,"CAM, CM, RM",21,6/2/1997,171,68,80,Bundesliga,256,CAM,,,,Technical Dribbler (AI),15,https://cdn.sofifa.net/players/232/843/19_120.png
232875,"RB, LB",30,8/28/1987,176,73,349,J-League,101147,SUB,,,,,13,https://cdn.sofifa.net/players/232/875/19_120.png
232900,ST,25,10/22/1992,178,74,80,Bundesliga,256,SUB,,,,,17,https://cdn.sofifa.net/players/232/900/19_120.png
233034,"CDM, CM",23,1/4/1995,183,77,353,Liga Profesional,111706,RDM,,,,,19,https://cdn.sofifa.net/players/233/034/19_120.png
233151,"LM, CAM, RM",21,3/26/1997,167,64,349,J-League,112444,RF,,,,"Beat Offside Trap, Finesse Shot, Flair, Technical Dribbler (AI)",15,https://cdn.sofifa.net/players/233/151/19_120.png
233182,"CF, ST",29,7/8/1988,174,67,349,J-League,113161,SUB,,,,,17,https://cdn.sofifa.net/players/233/182/19_120.png
233193,ST,21,5/21/1997,184,81,350,Pro League,113219,SUB,,,,,16,https://cdn.sofifa.net/players/233/193/19_120.png
233226,CB,24,9/19/1993,180,77,349,J-League,111730,RCB,,,,,14,https://cdn.sofifa.net/players/233/226/19_120.png
233279,"CB, RB",23,12/10/1994,182,72,83,K League 1,982,LB,,,,,16,https://cdn.sofifa.net/players/233/279/19_120.png
233290,"ST, LM, RM",21,9/20/1996,184,80,67,Premier League,100765,SUB,,,,,18,https://cdn.sofifa.net/players/233/290/19_120.png
233436,"RB, CDM, CM",31,11/1/1986,172,72,347,Premier League,110930,SUB,,,,,15,https://cdn.sofifa.net/players/233/436/19_120.png
233493,RB,20,12/10/1997,175,71,341,Liga MX,1879,SUB,,,,,15,https://cdn.sofifa.net/players/233/493/19_120.png
233588,CB,25,4/25/1993,185,74,54,La Liga 2,100831,SUB,,,,,16,https://cdn.sofifa.net/players/233/588/19_120.png
233647,CB,26,6/17/1992,190,88,308,Liga Portugal,1898,LCB,,,#Strength,,14,https://cdn.sofifa.net/players/233/647/19_120.png
233763,GK,19,1/21/1999,195,90,13,Premier League,1795,RES,,,,Rushes Out Of Goal,66,https://cdn.sofifa.net/players/233/763/19_120.png
233767,RB,19,7/29/1998,175,66,16,Ligue 1,224,RB,,,,,15,https://cdn.sofifa.net/players/233/767/19_120.png
233794,RW,21,1/9/1997,174,67,31,Serie A,54,SUB,,,,,16,https://cdn.sofifa.net/players/233/794/19_120.png
233809,ST,21,1/3/1997,184,80,31,Serie A,46,RES,,,,,13,https://cdn.sofifa.net/players/233/809/19_120.png
233897,RM,26,12/31/1991,184,72,4,Jupiler Pro League,670,RM,,,,"Speed Dribbler (AI), Technical Dribbler (AI)",15,https://cdn.sofifa.net/players/233/897/19_120.png
233924,"CAM, RM, LM, ST",19,3/9/1999,170,65,353,Liga Profesional,110580,SUB,,,,,15,https://cdn.sofifa.net/players/233/924/19_120.png
233957,"CM, CDM",20,5/8/1998,185,65,14,Championship,109,SUB,,,,,16,https://cdn.sofifa.net/players/233/957/19_120.png
234004,CDM,34,2/29/1984,189,83,7,Serie A,1053,SUB,,,,,16,https://cdn.sofifa.net/players/234/004/19_120.png
234016,CAM,30,2/29/1988,172,69,7,Serie A,1048,SUB,,,,,58,https://cdn.sofifa.net/players/234/016/19_120.png
234032,CB,21,3/5/1997,182,79,53,La Liga,452,SUB,,,,,16,https://cdn.sofifa.net/players/234/032/19_120.png
234102,GK,21,5/28/1997,188,78,31,Serie A,110556,SUB,,,,,66,https://cdn.sofifa.net/players/234/102/19_120.png
234163,"LM, CAM",21,1/26/1997,176,70,20,2. Bundesliga,159,LM,,,,Technical Dribbler (AI),13,https://cdn.sofifa.net/players/234/163/19_120.png
234197,GK,21,7/22/1996,190,88,10,Eredivisie,650,GK,,,,,66,https://cdn.sofifa.net/players/234/197/19_120.png
234223,"CDM, CM, LW",22,12/29/1995,178,80,353,Liga Profesional,110395,CDM,,,,Long Passer (AI),17,https://cdn.sofifa.net/players/234/223/19_120.png
234239,"RW, RM, LM",21,8/7/1996,170,65,17,Ligue 2,68,SUB,,,#Acrobat,Long Shot Taker (AI),16,https://cdn.sofifa.net/players/234/239/19_120.png
234283,"RM, CAM, CM",27,6/6/1991,174,71,2076,3. Liga,110197,SUB,,,,Technical Dribbler (AI),16,https://cdn.sofifa.net/players/234/283/19_120.png
234284,"LM, RM, CAM",25,10/2/1992,186,82,2076,3. Liga,27,CAM,,,,Outside Foot Shot,15,https://cdn.sofifa.net/players/234/284/19_120.png
234383,GK,20,6/12/1998,186,83,20,2. Bundesliga,503,GK,,,,,66,https://cdn.sofifa.net/players/234/383/19_120.png
234418,"LB, LM",24,2/10/1994,180,77,20,2. Bundesliga,1831,SUB,,,,Speed Dribbler (AI),15,https://cdn.sofifa.net/players/234/418/19_120.png
234433,CB,29,4/16/1989,181,74,308,Liga Portugal,112516,RES,,,,,14,https://cdn.sofifa.net/players/234/433/19_120.png
234670,CB,29,10/27/1988,195,83,308,Liga Portugal,666,LCB,,,,,15,https://cdn.sofifa.net/players/234/670/19_120.png
234688,"CAM, RM",22,7/6/1995,177,70,189,Super League,896,SUB,,,,,18,https://cdn.sofifa.net/players/234/688/19_120.png
234740,LW,21,7/1/1997,176,70,10,Eredivisie,246,SUB,,,,"Flair, Technical Dribbler (AI)",15,https://cdn.sofifa.net/players/234/740/19_120.png
234741,"CM, CDM",21,6/24/1997,168,61,10,Eredivisie,1914,RCM,,,,,15,https://cdn.sofifa.net/players/234/741/19_120.png
234779,GK,24,5/3/1994,194,88,54,La Liga 2,1854,SUB,,,,Comes For Crosses,66,https://cdn.sofifa.net/players/234/779/19_120.png
234791,"CB, LB",23,7/19/1994,190,79,4,Jupiler Pro League,231,RES,,,,,14,https://cdn.sofifa.net/players/234/791/19_120.png
234814,"CB, LB",20,4/6/1998,188,80,17,Ligue 2,226,RES,,,,,14,https://cdn.sofifa.net/players/234/814/19_120.png
234833,GK,20,11/13/1997,192,85,19,Bundesliga,169,GK,,,,,66,https://cdn.sofifa.net/players/234/833/19_120.png
234898,GK,30,3/5/1988,187,84,17,Ligue 2,1823,GK,,,,,66,https://cdn.sofifa.net/players/234/898/19_120.png
234925,"LB, CB",17,7/20/2000,183,75,10,Eredivisie,1913,LB,,,,,15,https://cdn.sofifa.net/players/234/925/19_120.png
234933,"CB, CDM",26,12/13/1991,178,79,66,Ekstraklasa,111086,LCB,,,,"Long Throw-in, Injury Free, Power Header",15,https://cdn.sofifa.net/players/234/933/19_120.png
234972,ST,26,2/3/1992,180,76,17,Ligue 2,64,ST,,,,,17,https://cdn.sofifa.net/players/234/972/19_120.png
235126,"RW, RM",21,10/1/1996,168,65,32,Serie B,110373,SUB,,,#Speedster,,13,https://cdn.sofifa.net/players/235/126/19_120.png
235152,"CAM, RW",18,10/7/1999,173,64,68,Super Lig,326,RES,,,,"Flair, Chip Shot (AI), Technical Dribbler (AI)",16,https://cdn.sofifa.net/players/235/152/19_120.png
235253,"CDM, RB",21,2/11/1997,174,74,19,Bundesliga,25,SUB,,,,"Long Throw-in, Dives Into Tackles (AI)",14,https://cdn.sofifa.net/players/235/253/19_120.png
235317,"LM, LW",28,5/8/1990,186,78,336,Liga BetPlay,101102,LM,,,,,17,https://cdn.sofifa.net/players/235/317/19_120.png
235458,CB,21,12/9/1996,193,95,14,Championship,1917,LCB,,,#Strength,,15,https://cdn.sofifa.net/players/235/458/19_120.png
235466,"CAM, CM",30,3/10/1988,189,81,54,La Liga 2,1867,SUB,,,,Technical Dribbler (AI),14,https://cdn.sofifa.net/players/235/466/19_120.png
235507,"CAM, ST, RM, LM",22,12/11/1995,173,72,53,La Liga,450,RES,,,,,12,https://cdn.sofifa.net/players/235/507/19_120.png
235515,"LM, CAM",22,7/11/1995,178,74,54,La Liga 2,472,SUB,,,,,17,https://cdn.sofifa.net/players/235/515/19_120.png
235579,LB,24,12/1/1993,184,75,4,Jupiler Pro League,110913,LB,,,,"Long Throw-in, Avoids Using Weaker Foot",14,https://cdn.sofifa.net/players/235/579/19_120.png
235705,ST,21,10/22/1996,188,82,353,Liga Profesional,110396,SUB,,,,Flair,18,https://cdn.sofifa.net/players/235/705/19_120.png
235899,RB,20,3/11/1998,177,76,10,Eredivisie,1915,RB,,,,,14,https://cdn.sofifa.net/players/235/899/19_120.png
235973,"CAM, RM, LM",19,5/10/1999,174,58,66,Ekstraklasa,1871,SUB,,,#Acrobat,Technical Dribbler (AI),16,https://cdn.sofifa.net/players/235/973/19_120.png
235996,"ST, RM",23,7/9/1994,181,74,189,Super League,900,SUB,SUB,11,,Beat Offside Trap,16,https://cdn.sofifa.net/players/235/996/19_120.png
236074,"LB, CB",34,2/29/1984,190,79,7,Serie A,111048,SUB,,,,,17,https://cdn.sofifa.net/players/236/074/19_120.png
236169,CAM,30,2/29/1988,181,71,7,Serie A,568,SUB,,,,,56,https://cdn.sofifa.net/players/236/169/19_120.png
236173,"CAM, ST",30,2/29/1988,175,71,7,Serie A,1035,SUB,,,,Chip Shot (AI),58,https://cdn.sofifa.net/players/236/173/19_120.png
236192,ST,34,2/29/1984,182,75,7,Serie A,1039,SUB,,,,,53,https://cdn.sofifa.net/players/236/192/19_120.png
236194,"ST, CAM",30,2/29/1988,184,77,7,Serie A,112476,SUB,,,,,60,https://cdn.sofifa.net/players/236/194/19_120.png
236246,"CM, CAM",20,11/18/1997,183,75,50,Premiership,86,SUB,,,,Technical Dribbler (AI),17,https://cdn.sofifa.net/players/236/246/19_120.png
236265,"RW, ST",23,2/13/1995,171,72,341,Liga MX,1028,LM,,,,,16,https://cdn.sofifa.net/players/236/265/19_120.png
236273,"RWB, RM",23,4/20/1995,176,78,1,Superliga,1788,RWB,,,,,16,https://cdn.sofifa.net/players/236/273/19_120.png
236304,CB,22,6/6/1996,184,81,17,Ligue 2,226,SUB,,,,,14,https://cdn.sofifa.net/players/236/304/19_120.png
236368,CM,20,3/12/1998,184,69,32,Serie B,110741,SUB,,,,,14,https://cdn.sofifa.net/players/236/368/19_120.png
236496,"CM, CDM",19,4/14/1999,180,68,13,Premier League,1,SUB,,,,,16,https://cdn.sofifa.net/players/236/496/19_120.png
236508,"CB, LB",22,2/4/1996,187,69,53,La Liga,463,SUB,,,,,16,https://cdn.sofifa.net/players/236/508/19_120.png
236533,ST,24,1/8/1994,193,85,20,2. Bundesliga,111235,ST,,,,,17,https://cdn.sofifa.net/players/236/533/19_120.png
236615,"CM, CAM, CDM",19,12/11/1998,180,75,10,Eredivisie,247,SUB,,,,,16,https://cdn.sofifa.net/players/236/615/19_120.png
236669,RB,21,3/25/1997,179,69,353,Liga Profesional,111714,RB,,,,,18,https://cdn.sofifa.net/players/236/669/19_120.png
236696,"LM, RM",21,5/31/1997,176,70,63,Super League,1884,SUB,,,,,15,https://cdn.sofifa.net/players/236/696/19_120.png
236752,ST,23,3/5/1995,184,75,41,Eliteserien,919,SUB,,,,"Selfish, Speed Dribbler (AI)",16,https://cdn.sofifa.net/players/236/752/19_120.png
236817,"CDM, LB",22,1/1/1996,181,80,17,Ligue 2,68,SUB,,,,,16,https://cdn.sofifa.net/players/236/817/19_120.png
236831,"ST, LM",22,2/7/1996,199,91,20,2. Bundesliga,576,SUB,,,,"Technical Dribbler (AI), Target Forward",15,https://cdn.sofifa.net/players/236/831/19_120.png
236918,"RM, ST",20,5/2/1998,172,70,13,Premier League,1808,RES,,,,,16,https://cdn.sofifa.net/players/236/918/19_120.png
237004,CM,22,6/10/1996,185,77,83,K League 1,982,SUB,,,,,17,https://cdn.sofifa.net/players/237/004/19_120.png
237024,LB,19,1/5/1999,185,72,19,Bundesliga,175,SUB,,,,,16,https://cdn.sofifa.net/players/237/024/19_120.png
237040,"CB, LB",19,8/13/1998,189,78,63,Super League,280,RES,,,,,15,https://cdn.sofifa.net/players/237/040/19_120.png
237252,RB,23,10/16/1994,183,79,39,Major League Soccer,101112,RB,,,,,16,https://cdn.sofifa.net/players/237/252/19_120.png
237257,"CM, CAM, CDM",21,3/18/1997,178,75,39,Major League Soccer,111928,SUB,,,,,18,https://cdn.sofifa.net/players/237/257/19_120.png
237293,"LM, CAM, ST",28,7/27/1989,165,65,350,Pro League,112393,RM,,,,Flair,15,https://cdn.sofifa.net/players/237/293/19_120.png
237310,"LB, LWB, LM",21,1/11/1997,176,71,13,Premier League,11,RES,,,,,16,https://cdn.sofifa.net/players/237/310/19_120.png
237339,RB,22,8/29/1995,169,63,349,J-League,101145,RB,,,,,18,https://cdn.sofifa.net/players/237/339/19_120.png
237383,CB,19,4/13/1999,190,75,31,Serie A,50,RES,,,,,15,https://cdn.sofifa.net/players/237/383/19_120.png
